target,cell_line,assay_title,institute_name,string_biological_replicates,organism,term_id,title,accession,status,assay_term_name,replication_type,date_released,assembly,file_format,file_size,file_type,output_category,output_type,read_length,read_length_units,run_type,schema_version,encode_version,biological_replicates,technical_replicates,url
ZHX3,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF837TKI,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1344191926,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/818c5a86-8e0b-4d0a-a9bc-1478e3d63cb8/ENCFF837TKI.bigWig
ZIC2,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF665HTK,released,ChIP-seq,isogenic,2016-12-19,GRCh38,bigWig,4669290639,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/04/3167f9d0-edb1-41d0-9c2f-74066f39d006/ENCFF665HTK.bigWig
ZIK1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF686GDU,released,ChIP-seq,isogenic,2020-06-30,GRCh38,bigWig,754265582,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/29/2d26f731-5004-4b02-8073-95686d8e8b9b/ENCFF686GDU.bigWig
ZKSCAN1,HepG2,TF ChIP-seq,Stanford University,"[1, 3]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF584FVR,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,1162800599,bigWig,signal,fold change over control,,,,26,3.0,"[1, 3]","['1_1', '3_1']",https://encode-public.s3.amazonaws.com/2016/10/24/cdd7de71-5216-43b7-870c-303d7ed26a14/ENCFF584FVR.bigWig
ZKSCAN1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF933HRZ,released,ChIP-seq,isogenic,2016-03-02,GRCh38,bigWig,873003975,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/10287380-1b5b-4ae1-93b2-b34bc460bc32/ENCFF933HRZ.bigWig
ZKSCAN1,MCF-7,TF ChIP-seq,Stanford University,"[3, 4]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF131IDT,released,ChIP-seq,isogenic,2016-06-14,GRCh38,bigWig,2030849042,bigWig,signal,fold change over control,,,,26,3.0,"[3, 4]","['3_1', '4_1']",https://encode-public.s3.amazonaws.com/2016/10/24/23e7f459-30bd-4bfd-b3db-d0b3279c6456/ENCFF131IDT.bigWig
ZKSCAN3,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF058DUH,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1644200126,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/25141108-c952-4f0a-acc7-ba48310a626e/ENCFF058DUH.bigWig
ZKSCAN5,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF365AMU,released,ChIP-seq,isogenic,2020-08-28,GRCh38,bigWig,776392467,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/22/69b9b108-c439-437f-89a8-3a951eb63184/ENCFF365AMU.bigWig
ZKSCAN8,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF118FXA,released,ChIP-seq,isogenic,2016-11-08,GRCh38,bigWig,841070994,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/07/8cf39ebc-6435-4853-aa83-baf96551865f/ENCFF118FXA.bigWig
ZKSCAN8,K562,TF ChIP-seq,University of Chicago,"[1, 2]",human,EFO:0002067,"Kevin White, UChicago",ENCFF447WWY,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,1204101150,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/19/fa49ab42-a485-44e0-a492-892ae7ca6cf4/ENCFF447WWY.bigWig
ZMAT5,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF316TMO,released,ChIP-seq,isogenic,2020-06-30,GRCh38,bigWig,767676010,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/30/71e817ab-ec48-40db-a4ab-48bef83d8167/ENCFF316TMO.bigWig
ZMIZ1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF656SAU,released,ChIP-seq,isogenic,2016-08-24,GRCh38,bigWig,808911650,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/927c6df2-e09c-4c43-b768-1bb11c9fdab5/ENCFF656SAU.bigWig
ZMYM3,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF827TAE,released,ChIP-seq,isogenic,2020-08-28,GRCh38,bigWig,1102140728,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/22/c1f6f5ee-5cd8-43a0-aa0a-314ba57c069c/ENCFF827TAE.bigWig
ZMYM3,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF152NWJ,released,ChIP-seq,isogenic,2016-10-12,GRCh38,bigWig,1083564980,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/31/b9fd51ef-a6cd-4986-b182-bfbfb7bfd0a5/ENCFF152NWJ.bigWig
ZNF10,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF560GNC,released,ChIP-seq,isogenic,2017-04-06,GRCh38,bigWig,4884096024,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/05/14505dc5-dbe1-47a8-bdbd-d65edfd5a70b/ENCFF560GNC.bigWig
ZNF10,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF299GEN,released,ChIP-seq,isogenic,2020-08-17,GRCh38,bigWig,735382504,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/05/14/5c3f4fc4-c808-4be2-8eb4-9985452c9215/ENCFF299GEN.bigWig
ZNF101,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF052TPG,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,761197171,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/2ffeefcf-58eb-42eb-aa76-131f33cd6a1c/ENCFF052TPG.bigWig
ZNF112,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF475VAU,released,ChIP-seq,isogenic,2017-04-06,GRCh38,bigWig,4774355739,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/01/d749ad3c-746c-4447-87ac-893030fc14d8/ENCFF475VAU.bigWig
ZNF114,HEK293,TF ChIP-seq,Stanford University,"[2, 3]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF397VJA,released,ChIP-seq,isogenic,2017-05-17,GRCh38,bigWig,4806512453,bigWig,signal,fold change over control,,,,26,4.0,"[2, 3]","['2_1', '3_1']",https://encode-public.s3.amazonaws.com/2020/08/05/2b581bd4-4937-4901-b6f4-c65776f0061b/ENCFF397VJA.bigWig
ZNF12,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF590YJG,released,ChIP-seq,isogenic,2020-06-30,GRCh38,bigWig,838931405,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/26/1e8b3d1c-b845-4972-9078-410355ca563f/ENCFF590YJG.bigWig
ZNF12,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF254PNS,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,895367520,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/02/5f50ba5f-3893-441e-9603-f021291e0991/ENCFF254PNS.bigWig
ZNF121,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF895UYP,released,ChIP-seq,isogenic,2016-10-25,GRCh38,bigWig,5095263464,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/04/da195599-8ffe-48e2-8dcc-c40f53b2d6a6/ENCFF895UYP.bigWig
ZNF121,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF588VCN,released,ChIP-seq,isogenic,2020-07-01,GRCh38,bigWig,813304553,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/2a9343b0-7943-4d12-ba1b-f7f93be298ad/ENCFF588VCN.bigWig
ZNF124,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF765AQE,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1472804148,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/06/dc5689b7-1c62-4794-bb33-44aa7197225e/ENCFF765AQE.bigWig
ZNF132,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF423IRK,released,ChIP-seq,isogenic,2017-04-06,GRCh38,bigWig,4741422487,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/06/19f7c28b-6e01-4120-a3eb-c9eae3faf12d/ENCFF423IRK.bigWig
ZNF133,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF171WDP,released,ChIP-seq,isogenic,2016-12-19,GRCh38,bigWig,4413008064,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/04/cde9e892-7da2-4e9a-b56d-865e3ac91faa/ENCFF171WDP.bigWig
ZNF133,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF208CXI,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1831436339,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/02/176a7b9b-9b44-48aa-8b0f-c1f20f4a7526/ENCFF208CXI.bigWig
ZNF134,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF354ZOM,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1623753347,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/dd8ddefe-d411-4595-921f-648e66b1cdbc/ENCFF354ZOM.bigWig
ZNF138,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF245FTO,released,ChIP-seq,isogenic,2016-10-07,GRCh38,bigWig,4741275495,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/07/e7a5cc06-8a50-4c68-8de7-5106b484456e/ENCFF245FTO.bigWig
ZNF138,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF793WLZ,released,ChIP-seq,isogenic,2020-07-01,GRCh38,bigWig,600482546,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/0face2f3-dd08-4a4f-965c-95f1060eb238/ENCFF793WLZ.bigWig
ZNF140,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF689AFK,released,ChIP-seq,isogenic,2016-10-14,GRCh38,bigWig,4607619313,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/07/c8258c78-c3ba-448c-a3d1-7e6c838b2b07/ENCFF689AFK.bigWig
ZNF142,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF077CVH,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,865243907,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/02/f5cb427a-a1ad-45ca-be3d-b7da1702e3ef/ENCFF077CVH.bigWig
ZNF143,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF972SJN,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,432879133,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/07/19/84afcdda-ff9f-47b3-a472-b52d2c8bfe37/ENCFF972SJN.bigWig
ZNF143,GM12878,TF ChIP-seq,Stanford University,"[2, 3]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF518VJI,released,ChIP-seq,isogenic,2016-07-28,GRCh38,bigWig,2309411759,bigWig,signal,fold change over control,,,,26,4.0,"[2, 3]","['2_1', '3_1']",https://encode-public.s3.amazonaws.com/2020/12/01/e6a75050-2b36-4d9f-9332-516e3649c0af/ENCFF518VJI.bigWig
ZNF143,H1,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0003042,"Michael Snyder, Stanford",ENCFF377SDG,released,ChIP-seq,isogenic,2012-05-14,GRCh38,bigWig,798172333,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/74f3f058-71b5-4a91-a72b-3bc6575e082f/ENCFF377SDG.bigWig
ZNF143,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF228VTX,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,755511537,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/947f2342-9d46-4880-a985-324b9bf97ccc/ENCFF228VTX.bigWig
ZNF143,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF811ZGP,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,742119892,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/ec79882a-510b-4297-ba53-da0100689c2b/ENCFF811ZGP.bigWig
ZNF146,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF158AHP,released,ChIP-seq,isogenic,2016-10-07,GRCh38,bigWig,4740422201,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/04/d57cd34e-041a-4fcf-86df-a83be62b6cc9/ENCFF158AHP.bigWig
ZNF148,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF893WXJ,released,ChIP-seq,isogenic,2017-02-21,GRCh38,bigWig,4804747524,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/01/ccb82bc6-849d-4bd8-8571-640ee4c4f8e8/ENCFF893WXJ.bigWig
ZNF148,K562,TF ChIP-seq,University of Chicago,"[3, 4]",human,EFO:0002067,"Kevin White, UChicago",ENCFF970ISQ,released,ChIP-seq,isogenic,2017-12-01,GRCh38,bigWig,1191427271,bigWig,signal,fold change over control,,,,26,3.0,"[3, 4]","['3_1', '4_1']",https://encode-public.s3.amazonaws.com/2017/12/01/a2b76316-75ac-4bab-b659-81cae8ec1b21/ENCFF970ISQ.bigWig
ZNF155,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF580PJA,released,ChIP-seq,isogenic,2016-12-19,GRCh38,bigWig,4574009329,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/05/9d386d9d-9e60-491c-a589-c4c47541ccdc/ENCFF580PJA.bigWig
ZNF157,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF200VXS,released,ChIP-seq,isogenic,2016-12-19,GRCh38,bigWig,4632130526,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/07/163dcb8d-ae86-4243-ac31-b36f9d45d130/ENCFF200VXS.bigWig
ZNF16,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF024XFG,released,ChIP-seq,isogenic,2016-10-07,GRCh38,bigWig,2846470830,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/07/b2c2a583-8149-42f3-a7eb-8ff5589f56eb/ENCFF024XFG.bigWig
ZNF165,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF108DNB,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1783509955,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/03/23f4af9e-039a-464d-a621-3fcb806a1584/ENCFF108DNB.bigWig
ZNF169,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF564GUP,released,ChIP-seq,isogenic,2016-12-19,GRCh38,bigWig,4844185235,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/06/f3a99aa2-ca12-4b20-9820-262c0921f2ff/ENCFF564GUP.bigWig
ZNF17,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF069ALI,released,ChIP-seq,isogenic,2020-07-01,GRCh38,bigWig,848987542,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/d44775c4-2a62-4371-b1b3-0d8b3c782323/ENCFF069ALI.bigWig
ZNF174,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF909ZYI,released,ChIP-seq,isogenic,2017-04-06,GRCh38,bigWig,5591506213,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/01/25704c4e-6283-4629-8d8e-bbd1aae9770b/ENCFF909ZYI.bigWig
ZNF174,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF595YIN,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1616261985,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/03/40471107-fc02-4d3b-bf72-d95251169468/ENCFF595YIN.bigWig
ZNF175,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF579QSG,released,ChIP-seq,isogenic,2016-10-07,GRCh38,bigWig,4586723895,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/07/d8c5eddd-4819-4ebb-9a69-11162e864053/ENCFF579QSG.bigWig
ZNF175,K562,TF ChIP-seq,University of Chicago,"[1, 2]",human,EFO:0002067,"Kevin White, UChicago",ENCFF579ALH,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,600638587,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/19/cf1f492b-43b9-4239-bbe1-8846e1a211f9/ENCFF579ALH.bigWig
ZNF18,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF267XNF,released,ChIP-seq,isogenic,2016-10-07,GRCh38,bigWig,4111878305,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/06/15f00a7d-8a06-4619-a950-7f71ddbf0d9d/ENCFF267XNF.bigWig
ZNF180,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF394IAH,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,833978180,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/30/2cbbf656-be53-4255-8cfb-4451d2e0665c/ENCFF394IAH.bigWig
ZNF184,HEK293,TF ChIP-seq,Stanford University,"[2, 3]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF394TTI,released,ChIP-seq,isogenic,2018-07-11,GRCh38,bigWig,5468899820,bigWig,signal,fold change over control,,,,26,4.0,"[2, 3]","['2_1', '3_1']",https://encode-public.s3.amazonaws.com/2020/08/04/b41c6338-6e55-4044-aad3-c0e1af0ea07f/ENCFF394TTI.bigWig
ZNF184,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF966FHC,released,ChIP-seq,isogenic,2020-06-30,GRCh38,bigWig,861198639,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/27/740b095f-70f7-4352-8b51-92a9abc48162/ENCFF966FHC.bigWig
ZNF184,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF996GZR,released,ChIP-seq,isogenic,2018-01-26,GRCh38,bigWig,2089463379,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/5b13a529-5c90-4663-bece-9ca4a7b9ee64/ENCFF996GZR.bigWig
ZNF189,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF323CCB,released,ChIP-seq,isogenic,2017-11-28,GRCh38,bigWig,4929059794,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/04/a079b979-53c6-4347-ae32-0790dfa0bd13/ENCFF323CCB.bigWig
ZNF19,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF193LKS,released,ChIP-seq,isogenic,2016-12-19,GRCh38,bigWig,4229553339,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/06/4a398750-5395-4d42-8c47-1fd8cae4159f/ENCFF193LKS.bigWig
ZNF197,K562,TF ChIP-seq,University of Chicago,"[1, 2]",human,EFO:0002067,"Kevin White, UChicago",ENCFF563CUY,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,627393042,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/19/b71b573e-eab2-4778-ae51-457ca803b42e/ENCFF563CUY.bigWig
ZNF2,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF150SKX,released,ChIP-seq,isogenic,2016-10-25,GRCh38,bigWig,4935232245,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/05/df9bfec1-ac4b-4307-a939-8dbbbcc710d9/ENCFF150SKX.bigWig
ZNF20,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF922FXE,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,783213026,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/a15b7048-aa63-4a0c-9c82-80cbafc72756/ENCFF922FXE.bigWig
ZNF202,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF453FOQ,released,ChIP-seq,isogenic,2016-10-14,GRCh38,bigWig,4489974769,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/05/25d7e9a8-984f-4a35-9492-2800a86ae250/ENCFF453FOQ.bigWig
ZNF205,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF564KJB,released,ChIP-seq,isogenic,2018-02-10,GRCh38,bigWig,1069729790,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2018/02/09/0fc65c4f-fc98-47a7-b943-787d9d0a9098/ENCFF564KJB.bigWig
ZNF207,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF274XTP,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,2505201308,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/28/b0e507d3-4a89-4b9b-b7f2-d6424b1cbf64/ENCFF274XTP.bigWig
